Setlists,all songs,Unique songs,Count,Song,Plays
|,^MARIO MONTEZ AND BOY (1965) - BRADFORD COX (RECORDING),,0,,
|,^MARISOL – STOP MOTION (1963) - ELEANOR FRIEDBERGER,,0,,
Holding Pattern|Teenage Lightning|,^MARISOL – STOP MOTION (1963) - ELEANOR FRIEDBERGER,,0,,
|,^MARISOL – STOP MOTION (1963) - ELEANOR FRIEDBERGER,,0,,
|,^ME AND TAYLOR (1963) - BRADFORD COX (RECORDING),,0,,
Bobby Peru|The Sun is Still Sunny|,^ME AND TAYLOR (1963) - BRADFORD COX (RECORDING),,0,,
Massachusetts|,^ME AND TAYLOR (1963) - BRADFORD COX (RECORDING),,0,,
Tugboat|Knives From Bavaria|I Want Everything|Cheese and Onions|Into The Fold|Heartless People|Strange|I'll Keep It With Mine|Moon Palace|Massachusetts|Blue Thunder|Ceremony|,^MONICA (POEM BY HERA LINDSAY BIRD),,0,,
I'm So Bored With The U.S.A.|The Carnival is Over|23 Minutes in Brussels|Mountains of The Moon|Another Day|^Poem: The Jumblies (Edward Lear)|Love is Colder Than Death|Decomposing Trees|Emancipated Hearts|Drive|Fourth of July|^Poem: On Thinking About Hell (Bertolt Brecht)|Indian Summer|Massachusetts|,"^MY RIFLE, MY PONY, AND ME (FALSE START)",,0,,
|,^NICO/ANTOINE (1966) - DEAN WAREHAM,,0,,
Broken Chair [Sean Eden on Instagram Live]|Neon Lights|Malibu Love Nest|Most of The Time|Chinatown|Broken Chair|^Monica (poem by Hera Lindsay Bird)|Bonnie and Clyde|Superfreaky Memories|Teenage Lightning|Cindy Tastes of Barbecue|^Letters to Wendy's (poem by Joe Wenderoth)|23 Minutes in Brussels|Car Wash Hair|,^NICO/ANTOINE (1966) - DEAN WAREHAM,,0,,
"^My Rifle, My Pony, and Me (false start)|My Rifle, My Pony, and Me|Leave The Planet|Hear The Wind Blow|When Will You Come Home|^poem - The Canoeing Trip by Russell Edson|King of Spain|Parking Lot|Snowstorm|You Turned My Head Around|Blue Thunder|^poem - The Lichtenberg Figures (extract) by Ben Lerner|Sorry|Victory Garden|Don't Let Our Youth Go To Waste|Sadness|Ceremony|",^NICO/ANTOINE (1966) - DEAN WAREHAM,,0,,
Air|Night Nurse|Pictures|^poem - Yogi by Rodger Kamenetz|One Fine Summer Morning|We're Not Supposed to be Lovers|He Dines Out on Death|Duchess|The Slow Song|(Walkin' Thru The) Sleepy City|The Bend in The River|^poem - Hearts Together by John Betjeman|It's Getting Late|I'll Keep It With Mine|Tiger Lily|Homeward Bound|,^PARAPHERNALIA (1966) - DEAN WAREHAM,,0,,
Air|Night Nurse|Into The Fold|Flowers|One Fine Summer Morning|Anesthesia|He Dines Out On Death|Duchess|^Poem - Hot Dog Ass by Jennifer Knox|Random Rules|The Bend in The River|It's Getting Late|Homeward Bound|Bobby Peru|Tugboat|,^PARAPHERNALIA (1966) - DEAN WAREHAM,,0,,
Happy Xmas (War is Over)|Stille Nacht|Do You Know How Christmas Trees are Grown?|Old Toy Trains|Christmas Can't be Far Away|He's Coming Home|Little Altar Boy|Emancipated Hearts|Snow is Falling in Manhattan|Snowstorm|Listen the Snow is Falling|Neon Lights|Happy New Year|,^PARAPHERNALIA (1966) - DEAN WAREHAM,,0,,
|,^POEM - HEARTS TOGETHER BY JOHN BETJEMAN,,0,,
|,^POEM - HOT DOG ASS BY JENNIFER KNOX,,0,,
|,^POEM - THE CANOEING TRIP BY RUSSELL EDSON,,0,,
|,^POEM - THE LICHTENBERG FIGURES (EXTRACT) BY BEN LERNER,,0,,
|,^POEM - YOGI BY RODGER KAMENETZ,,0,,
|,^POEM: ON THINKING ABOUT HELL (BERTOLT BRECHT),,0,,
|,^POEM: THE JUMBLIES (EDWARD LEAR),,0,,
|,^SCREEN TEST: DONOVAN (ST 78 - 1966) - ELEANOR FRIEDBERGER,,0,,
|,^SCREEN TEST: DONOVAN (ST 78 - 1966) - ELEANOR FRIEDBERGER,,0,,
|,^SCREEN TEST: DONOVAN (ST 78 - 1966) - ELEANOR FRIEDBERGER,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning (and Lonely Highways)|It Don't Rain in Beverly Hills|Silver Factory|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|I'm Not a Young Man Anymore|Knives From Bavaria||,^SCREEN TEST: EDIE SEDGWICK (ST 310 - 1965) - ELEANOR FRIEDBERGER,,0,,
|,^SCREEN TEST: EDIE SEDGWICK (ST 310 - 1965) - ELEANOR FRIEDBERGER,,0,,
|,^SCREEN TEST: EDIE SEDGWICK (ST 310 - 1965) - ELEANOR FRIEDBERGER,,0,,
|,^SCREEN TEST: MARCEL DUCHAMP AND BENEDETTA BARZINI (ST 81 - 1966) - BRADFORD COX (RECORDING),,0,,
|,^SCREEN TEST: MARCEL DUCHAMP AND BENEDETTA BARZINI (ST 81 - 1966) - BRADFORD COX (RECORDING),,0,,
|,^SCREEN TEST: MARCEL DUCHAMP AND BENEDETTA BARZINI (ST 81 - 1966) - BRADFORD COX (RECORDING),,0,,
|,^SUPERBOY (EXTRACT - 1966) - MARTIN REV,,0,,
|,^SUPERBOY (EXTRACT - 1966) - MARTIN REV,,0,,
|,^SUPERBOY (EXTRACT - 1966) - MARTIN REV,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
|,23 MINUTES IN BRUSSELS,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning (and Lonely Highways)|It Don't Rain in Beverly Hills|Silver Factory|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|I'm Not a Young Man Anymore|Knives From Bavaria|John Giorno theme|Neon Lights||,AIR,,0,,
|,AIR,,0,,
|,AIR,,0,,
|,AIR,,0,,
|,AIR,,0,,
|,AIR,,0,,
|,AIR,,0,,
|,AIR,,0,,
|,ALBERTA,,0,,
|,ALBERTA,,0,,
|,ANESTHESIA,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
Waterloo Sunset|Pictures|Massachusetts|Strange|Duchess|I'm Sticking With You|Walkin' With Jesus|Ceremony|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning (and Lonely Highways)|It Don't Rain in Beverly Hills|Silver Factory|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|I'm Not a Young Man Anymore|Knives From Bavaria|John Giorno theme|Neon Lights||,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
"The Past Is Our Plaything|The Last Word|Robin and Richard|Blue Thunder|Tell Me|Snowstorm|When Will You Come Home|Decomposing Trees|Another Day|Leave the Planet|Plastic Bird|Isn't It a Pity|Strange|^encore|Flowers|Tugboat|Fourth of July|Listen, the Snow Is Falling|Victory Garden|",ANN BUCHANAN THEME,,0,,
Just as Much as It Was Worth|The Last Word|Oblivious|Blue Thunder|Tell Me|Snowstorm|When Will You Come Home|Decomposing Trees|Another Day|Leave the Planet|Plastic Bird|Isn't It a Pity|Strange|^encore|Neon Lights|Tugboat|Don't Let Our Youth Go to Waste|^encore 2|Ceremony|,ANN BUCHANAN THEME,,0,,
"Flowers|Robin and Richard|The Last Word|Under Skys|Blue Thunder|Snowstorm|When Will You Come Home|Another Day|Strange|Don't Let Our Youth Go to Waste|^encore|Tugboat|Listen, the Snow Is Falling|",ANN BUCHANAN THEME,,0,,
"The Past Is Our Plaything|Just as Much as It Was Worth|Under Skys|Flowers|Pictures|Temperature's Rising|Blue Thunder|Decomposing Trees|Another Day|Snowstorm|When Will You Come Home|Strange|Listen, the Snow Is Falling|^encore|Cheese and Onions|Tugboat|",ANN BUCHANAN THEME,,0,,
"The Past Is Our Plaything|Just as Much as It Was Worth|Under Skys|Flowers|Pictures|Temperature's Rising|Blue Thunder|Decomposing Trees|Another Day|Snowstorm|When Will You Come Home|Strange|Listen, the Snow Is Falling|^encore|Cheese and Onions|Tugboat|",ANN BUCHANAN THEME,,0,,
"Under Skys|As Much as It Was Worth|Robin & Richard|The Last Word|Blue Thunder|Flowers|Pictures|Temperature's Rising|When Will You Come Home|Another Day|Snowstorm|Decomposing Trees|Strange|Encore:|Tugboat|Listen, the Snow Is Falling|Ceremony||",ANN BUCHANAN THEME,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning (and Lonely Highways)|It Don't Rain in Beverly Hills|Silver Factory|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|I'm Not a Young Man Anymore|Knives From Bavaria|John Giorno theme|Neon Lights||,ANN BUCHANAN THEME,,0,,
Blue Thunder|Tugboat|I'll Keep It With Mine||,ANN BUCHANAN THEME,,0,,
I'm Sticking With You|Oblivious|Not A Young Man Anymore|Tugboat|,ANN BUCHANAN THEME,,0,,
Little Altar Boy|He's Coming Home|Snow is Falling in Manhattan|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
"Listen, the Snow Is Falling|Little Altar Boy|Ceremony|When Will You Come Home|Strange|Pictures|Don't Let Our Youth Go to Waste|Blue Thunder|Fourth of July|Flowers|Snowstorm|Decomposing Trees|Temperature's Rising|The Past is Our Plaything|Summertime||",ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
"Flowers|Pictures|Temperature's Rising|When Will You Come Home|Don't Let Our Youth Go to Waste|Blue Thunder|Hearing Voices|Snowstorm|Strange|Tugboat|Listen, the Snow Is Falling|Victory Garden|Fourth of July|^encore|Cheese and Onions|Ceremony||",ANN BUCHANAN THEME,,0,,
Wonderful Christmastime|Old Toy Trains|Do They Know How Christmas Trees Are Grown|Peace on Earth / Little Drummer Boy|Old Toy Trains||,ANN BUCHANAN THEME,,0,,
I'll Keep It With Mine|Most of The Time|,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|You Were The Ones I Had to Betray|Mystery Guest|Yesterday's Hero|Bourgeois Manqué|Parking Lot|As Much as It Was Worth|Flowers|When Will You Come Home|The Last Word|Blue Thunder|Friendly Advice|^encore|Strange|23 Minutes in Brussels||,ANN BUCHANAN THEME,,0,,
New World Julie|You Were the Ones I Had to Betray|Dear Betty Baby|Yesterday’s Hero|The Cloud Is Coming|Bourgeois Manqué|Parking Lot|Just as Much as It Was Worth|Flowers|When Will You Come Home|The Last Word|Blue Thunder|Friendly Advice|^encore|Ceremony|Strange|Fourth of July ||,ANN BUCHANAN THEME,,0,,
New World Julie|We're Not Finished Yet|Dear Betty Baby|Yesterday's Hero|Mystery Guest|Bourgeois Manqué|As Much as It Was Worth|Flowers|When Will You Come Home|The Last Word|Blue Thunder|Friendly Advice|Tugboat|^encore|Strange|23 Minutes in Brussels|Ceremony||,ANN BUCHANAN THEME,,0,,
New World Julie|Tiger Lily [impromptu]|We're Not Finished Yet|That's The Price of Loving Me|Yesterday's Hero|Mystery Guest|Bourgeois Manqué|Flowers|Snowstorm|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Friendly Advice|Blue Thunder|Tugboat|Strange|Temperature's Rising|23 Minutes in Brussels||,ANN BUCHANAN THEME,,0,,
New World Julie|Mystery Guest|That's the Price of Loving Me|Yesterday's Hero|We're Not Finished Yet|Bourgeois Manqué|Flowers|Friendly Advice|Snowstorm|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|Tugboat|^encore|Strange|The Cloud Is Coming|23 Minutes in Brussels||,ANN BUCHANAN THEME,,0,,
New World Julie|Mystery Guest|That's the Price of Loving Me|The Cloud Is Coming|Flowers|Yesterday's Hero|Bourgeois Manqué|Friendly Advice|Snowstorm|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|Tugboat|^encore|Strange|23 Minutes in Brussels||,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|The Cloud Is Coming|Yesterday's Hero|Flowers|Snowstorm|Friendly Advice|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|23 Minutes in Brussels|^encore|Strange|Ceremony||,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|We're Not Finished Yet|Bourgeois Manqué|Flowers|Snowstorm|Friendly Advice|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|23 Minutes in Brussels|^encore|Strange|Tugboat||,ANN BUCHANAN THEME,,0,,
"Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|Yesterday’s Hero|We're Not Finished Yet|Flowers|Snowstorm|The Last Word|When Will You Come Home|23 Minutes in Brussels|Blue Thunder|Tugboat|Listen, the Snow Is Falling|^encore|Strange|Don't Let Our Youth Go to Waste|Ceremony||",ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|We're Not Finished Yet|Bourgeois Manqué|Flowers|Snowstorm|Friendly Advice|Parking Lot|Just as Much as It Was Worth|When Will You Come Home| The Last Word|23 Minutes in Brussels|Tugboat|^encore|Temperature's Rising|Blue Thunder|Strange|,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|Mystery Guest|We're Not Finished Yet|Bourgeois Manqué|Reich der Träume|Flowers|Snowstorm|Friendly Advice|As Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|23 Minutes in Brussels|^encore|Tugboat|Fourth of July|^encore|Strange||,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|The Cloud Is Coming|Yesterday's Hero|Bourgeois Manqué|Reich der Träume|Flowers|Snowstorm|Friendly Advice|As Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|Don't Let Our Youth Go to Waste|Encore:|23 Minutes in Brussels|Strange|Tugboat||,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|Mystery Guest|Yesterday's Hero|The Cloud Is Coming|Bourgeois Manqué|When Will You Come Home|Flowers|Snowstorm|Friendly Advice|The Last Word|Blue Thunder|Tugboat|Fourth of July|^encore|Cashing In|23 Minutes in Brussels|Strange|^encore|Ceremony||,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|Mystery Guest|Yesterday's Hero|The Last Word|Bourgeois Manqué|Flowers|Temperature's Rising|Friendly Advice|Blue Thunder|When Will You Come Home|23 Minutes in Brussels|Tugboat|Fourth of July|^encore|Strange|Ceremony|,ANN BUCHANAN THEME,,0,,
New World Julie|Dear Betty Baby|That's The Price of Loving Me|Just as Much as It Was Worth|The Cloud is Coming|Bourgeois Manqué|Flowers|Snowstorm|Friendly Advice|The Last Word|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|Tugboat|^encore|I'll Keep It With Mine|Strange|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANN BUCHANAN THEME,,0,,
|,ANOTHER DAY,,0,,
|,ANOTHER DAY,,0,,
|,ANOTHER DAY,,0,,
|,ANOTHER DAY,,0,,
|,ANOTHER DAY,,0,,
|,ANOTHER DAY,,0,,
|,ANOTHER DAY,,0,,
,AS MUCH AS IT WAS WORTH,,0,,
,AS MUCH AS IT WAS WORTH,,0,,
,AS MUCH AS IT WAS WORTH,,0,,
,AS MUCH AS IT WAS WORTH,,0,,
,AS MUCH AS IT WAS WORTH,,0,,
,BABES IN THE WOOD,,0,,
,BABES IN THE WOOD,,0,,
,BABES IN THE WOOD,,0,,
,BABES IN THE WOOD,,0,,
,BABES IN THE WOOD,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BEWITCHED,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BOBBY PERU,,0,,
,BOBBY PERU,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BONNIE AND CLYDE,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BOURGEOIS MANQUÉ,,0,,
,BROKEN CHAIR,,0,,
,BROKEN CHAIR,,0,,
,CALIFORNIA BLUE,,0,,
,CAR WASH HAIR,,0,,
,CASHING IN,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CEREMONY,,0,,
,CHEESE AND ONIONS,,0,,
,CHEESE AND ONIONS,,0,,
,CHEESE AND ONIONS,,0,,
,CHEESE AND ONIONS,,0,,
,CHEESE AND ONIONS,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHINATOWN,,0,,
,CHRISTMAS CAN'T BE FAR AWAY,,0,,
,CINDY TASTES OF BARBECUE,,0,,
,DAYDREAM,,0,,
,DAYDREAM,,0,,
,DAYDREAM,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DEAR BETTY BABY,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DECOMPOSING TREES,,0,,
,DO IT LAST,,0,,
,DO THEY KNOW HOW CHRISTMAS TREES ARE GROWN,,0,,
,DO YOU KNOW HOW CHRISTMAS TREES ARE GROWN?,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DON'T LET OUR YOUTH GO TO WASTE,,0,,
,DRIVE,,0,,
,DRIVE,,0,,
,DRIVE,,0,,
,DRIVE,,0,,
,DUCHESS,,0,,
,DUCHESS,,0,,
,DUCHESS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,EMANCIPATED HEARTS,,0,,
,ENCORE:,,0,,
,ENCORE:,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
,EYES IN MY SMOKE,,0,,
